t,x1,x2
0.0,1.0,1.0
0.01,1.00994975,0.98995025
0.02,1.0197985075249376,0.9798015074749375
0.03,1.029545287723934,0.9695547872739413
0.04,1.0391891159435904,0.9592111140436602
0.05,1.0487290278254513,0.9487715221258011
0.060000000000000005,1.0581640694024375,0.9382370554536972
0.07,1.0674932971942404,0.9276087674479174
0.08,1.0767157783016679,0.916887720910927
0.09,1.085830590499932,0.9060749879208093
0.09999999999999999,1.094836822330868,0.8951716497240616
0.10999999999999999,1.1037335731940796,0.8841787966274723
0.11999999999999998,1.1125199534369954,0.8730975278890934
0.12999999999999998,1.1211950844438325,0.8619289516083174
0.13999999999999999,1.1297580987234557,0.8506741846150697
0.15,1.1382081399961241,0.8393343523581291
0.16,1.1465443632791175,0.827910588792585
0.17,1.1547659349712323,0.816404036266445
0.18000000000000002,1.162872032936139,0.804815845406403
0.19000000000000003,1.170861846584595,0.7931471750027795
0.20000000000000004,1.1787345769554998,0.781399191893645
0.21000000000000005,1.1864894367957906,0.7695730708481396
0.22000000000000006,1.1941256506391644,0.7576699944489985
0.23000000000000007,1.2016424548836238,0.7456911529742971
0.24000000000000007,1.2090390978678343,0.7336377442784259
0.25000000000000006,1.216314839946289,0.7215109736723081
0.26000000000000006,1.2234689535632715,0.7093120538028715
0.2700000000000001,1.2305007233256084,0.6970422045317871
0.2800000000000001,1.2374094460742089,0.6847026528134853
0.2900000000000001,1.2441944309543769,0.672294632572464
0.3000000000000001,1.2508549994848956,0.6598193845798994
0.3100000000000001,1.2573904856258742,0.6472781563295713
0.3200000000000001,1.2638002358453495,0.6346722019131175
0.3300000000000001,1.270083609184638,0.6220027818946273
0.34000000000000014,1.2762399773224296,0.6092711631845885
0.35000000000000014,1.2822687246376185,0.5964786189131993
0.36000000000000015,1.288169248270864,0.5836264283030587
0.37000000000000016,1.293940958184874,0.5707158765412469
0.38000000000000017,1.2995832772234082,0.5577482546508107
0.3900000000000002,1.3050956411689913,0.5447248593616634
0.4000000000000002,1.3104774987993346,0.5316469929809157
0.4100000000000002,1.3157283119424557,0.5185159632626479
0.4200000000000002,1.3208475555304942,0.5053330832771382
0.4300000000000002,1.3258347176522183,0.4920996712795583
0.4400000000000002,1.3306892996042134,0.47881705057815155
0.45000000000000023,1.335410815940752,0.4654865494019054
0.46000000000000024,1.3399987945223368,0.4521095007677318
0.47000000000000025,1.3444527765629128,0.4386872423471687
0.48000000000000026,1.3487723166757457,0.4252211163326164
0.49000000000000027,1.352956982917959,0.41171246930312144
0.5000000000000002,1.3570063568337272,0.3981626520897224
0.5100000000000002,1.3609200334961198,0.38457301964036983
0.5200000000000002,1.3646976215475937,0.370944930884435
0.5300000000000002,1.3683387432391279,0.3572797485968202
0.5400000000000003,1.371843034467997,0.3435788392616849
0.5500000000000003,1.3752101448141807,0.32984357293580047
0.5600000000000003,1.3784397375754047,0.31607532311154807
0.5700000000000003,1.3815314898008106,0.3022754665795728
0.5800000000000003,1.3844850923232497,0.2884453832911082
0.5900000000000003,1.3873002497901987,0.27458645621998423
0.6000000000000003,1.389976680693295,0.2607000712243337
0.6100000000000003,1.392514117396486,0.2467876169080097
0.6200000000000003,1.394912306162792,0.2328504844817288
0.6300000000000003,1.39717100717968,0.21889006762395333
0.6400000000000003,1.3992899945830435,0.20490776234152713
0.6500000000000004,1.401269056479789,0.19090496683007827
0.6600000000000004,1.403107994969024,0.176883081334203
0.6700000000000004,1.4048066261618473,0.1628435080074448
0.6800000000000004,1.4063647801997365,0.1487876507720825
0.6900000000000004,1.4077823012715347,0.13471691517874157
0.7000000000000004,1.4090590476290297,0.1206327082658426
0.7100000000000004,1.4101948916011295,0.10653643841890093
0.7200000000000004,1.411189719606629,0.09242951522969159
0.7300000000000004,1.4120434321655668,0.07831334935529372
0.7400000000000004,1.4127559439091741,0.06418935237702833
0.7500000000000004,1.413327183588411,0.050058936659303714
0.7600000000000005,1.4137570940810904,0.03592351520838254
0.7700000000000005,1.4140456323975914,0.021784501531084733
0.7800000000000005,1.414192769685157,0.007643309493440364
0.7900000000000005,1.41419849123078,-0.006498646820693458
0.8000000000000005,1.414062796462673,-0.020639953251037416
