t,x1,x2
0.0,-1.0,3.0
0.01,-1.15505,2.78705
0.02,-1.301291415,2.587034025
0.03,-1.4392652210794998,2.3991605913794998
0.04,-1.5694793089279846,2.2226866306394983
0.05,-1.6924105077414946,2.0569145277855387
0.060000000000000005,-1.80850648531496,1.9011893408765868
0.07,-1.918187531903561,1.754896190657599
0.08,-2.0218482349631097,1.6174578098715493
0.09,-2.1198590514445184,1.488332242483116
0.09999999999999999,-2.2125677839091056,1.367010683643749
0.10999999999999999,-2.3003009663481366,1.2530154517887846
0.11999999999999998,-2.383365165230104,1.1458980847839282
0.12999999999999998,-2.4620482009613798,1.045237552532846
0.13999999999999999,-2.5366202946286442,0.9506385789217935
0.15,-2.607335144593712,0.861730066412998
0.16,-2.6744309372317607,0.7781636170076377
0.17,-2.7381312958415025,0.6996121436833718
0.18000000000000002,-2.7986461715093927,0.6257685667719766
0.19000000000000003,-2.8561726794786257,0.5563445900811954
0.20000000000000004,-2.9108958843564543,0.4910695518827477
0.21000000000000005,-2.962989537289461,0.4296893461868398
0.22000000000000006,-3.012616768044959,0.3719654100036643
0.23000000000000007,-3.0599307347569775,0.31767377255537976
0.24000000000000007,-3.1050752339265317,0.26660416264898235
0.25000000000000006,-3.1481852731074875,0.218559170652294
0.26000000000000006,-3.189387608560577,0.17335346173292582
0.2700000000000001,-3.2288012500185177,0.13081303722439586
0.2800000000000001,-3.2665379345740826,0.09077454117540219
0.2900000000000001,-3.3027025715799154,0.05308460931834132
0.3000000000000001,-3.3373936603333383,0.017599257862232605
0.3100000000000001,-3.370703682210923,-0.015816690326060145
0.3200000000000001,-3.4027194688157762,-0.047290144439399225
0.3300000000000001,-3.43352254760486,-0.07694025149392099
0.34000000000000014,-3.4631894663739327,-0.1048788711544003
0.35000000000000014,-3.4917920978934087,-0.1312110215139591
0.36000000000000015,-3.5193979259093373,-0.15603529760487875
0.37000000000000016,-3.546070313649412,-0.17944426430858854
0.38000000000000017,-3.5718687559042097,-0.20152482523086554
0.3900000000000002,-3.596849115688374,-0.2223585690124837
0.4000000000000002,-3.621063846425015,-0.2420220944556145
0.4100000000000002,-3.644562200538883,-0.2605873157618465
0.4200000000000002,-3.6673904252897143,-0.27812174909842047
0.4300000000000002,-3.68959194662628,-0.2946887816348578
0.4400000000000002,-3.711207541793927,-0.31034792412228934
0.45000000000000023,-3.7322755013835764,-0.32515504802219924
0.46000000000000024,-3.7528317814680587,-0.3391626081297148
0.47000000000000025,-3.7729101464321544,-0.3524198515787603
0.48000000000000026,-3.79254230306562,-0.36497301406211224
0.49000000000000027,-3.8117580264536506,-0.37686550404843755
0.5000000000000002,-3.8305852781665473,-0.3881380757305539
0.5100000000000002,-3.8490503172196475,-0.3988289913942379
0.5200000000000002,-3.8671778042457796,-0.4089741738547391
0.5300000000000002,-3.8849908992954334,-0.4186073495685719
0.5400000000000003,-3.902511353654453,-0.4277601829909884
0.5500000000000003,-3.9197595960452034,-0.4364624027146476
0.5600000000000003,-3.936754813554786,-0.44474191989223294
0.5700000000000003,-3.9535150276128492,-0.45262493941502097
0.5800000000000003,-3.9700571653218266,-0.46013606429052717
0.5900000000000003,-3.9863971264238898,-0.46729839363525116
0.6000000000000003,-4.002549846171534,-0.47413361467309284
0.6100000000000003,-4.01852935435237,-0.480662089106121
0.6200000000000003,-4.034348830703376,-0.48690293420194397
0.6300000000000003,-4.050020656935475,-0.4928740989208749
0.6400000000000003,-4.06555646557578,-0.4985924353863137
0.6500000000000004,-4.080967185822186,-0.5040737659832067
0.6600000000000004,-4.0962630865930585,-0.5093329463520205
0.6700000000000004,-4.111453816943597,-0.5143839245293063
0.6800000000000004,-4.126548444009973,-0.5192397964705722
0.6900000000000004,-4.141555488632449,-0.5239128581767641
0.7000000000000004,-4.156482958799473,-0.5284146546321142
0.7100000000000004,-4.17133838104605,-0.5327560257484117
0.7200000000000004,-4.186128829931503,-0.5369471494988162
0.7300000000000004,-4.200860955714139,-0.540997582413132
0.7400000000000004,-4.2155410103331015,-0.5449162975959488
0.7500000000000004,-4.230174871800962,-0.5487117204191746
0.7600000000000005,-4.244768067104282,-0.5523917620312239
0.7700000000000005,-4.25932579370339,-0.5559638508164184
0.7800000000000005,-4.273852939717087,-0.5594349619299881
0.7900000000000005,-4.28835410287271,-0.5628116450263907
0.8000000000000005,-4.302833608297083,-0.5661000502914667
0.8100000000000005,-4.317295525219258,-0.569305952882187
0.8200000000000005,-4.331743682651621,-0.5724347758714016
0.8300000000000005,-4.346181684111844,-0.5754916117890413
0.8400000000000005,-4.360612921444372,-0.5784812428456292
0.8500000000000005,-4.375040587796514,-0.581408159918706
0.8600000000000005,-4.389467689800862,-0.5842765803778439
0.8700000000000006,-4.403897059012586,-0.5870904648192945
0.8800000000000006,-4.418331362647173,-0.5898535327769684
0.8900000000000006,-4.432773113661432,-0.5925692774723675
0.9000000000000006,-4.4472246802179045,-0.5952409796622569
0.9100000000000006,-4.46168829457042,-0.5978717206392695
0.9200000000000006,-4.4761660614062055,-0.6004643944372601
0.9300000000000006,-4.4906599656777795,-0.603021719290054
0.9400000000000006,-4.505171879955854,-0.6055462483892627
0.9500000000000006,-4.519703571332542,-0.6080403799840425
0.9600000000000006,-4.534256707902375,-0.61050636686305
0.9700000000000006,-4.54883286484696,-0.6129463252563883
0.9800000000000006,-4.563433530147526,-0.6153622431930207
0.9900000000000007,-4.57806010994811,-0.6177559883469649
