0.1,0.3,0.6,0.9
-0.009715909877514362,-0.001317271832449507,-0.006273752637782404,-9.294644209290048E-7
-0.009715909878759088,-9.950203210262742E-7,-0.009715912356396572,-0.009715913765906081
-0.009715909877514362,-0.009627653586631757,-0.009715909877514362,-0.0053402514660478295
-0.009715921057681431,-0.009715909877514362,-0.009715909877514362,-7.651559288390786E-7
-0.009715909877514362,-0.009715909877514362,-0.009715909877514473,-0.009715909881054807
-0.009715909877514362,-0.009715909877514417,-0.009715909877514362,-0.009715913710395319
-0.009715909877514362,-0.00523525628313809,-0.009715909877514362,-0.00971591371950592
-0.009715909877514362,-0.009715909877514417,-0.00971590987751475,-0.008716269073895722
-0.00971590993056759,-6.878892768735767E-7,-0.009715910339070266,-0.00395264102425763
-0.009715941772388936,-0.009715909877514473,-0.0011177947609872785,-0.0015354760968852577
-0.009715909877514362,-0.009715909877514639,-0.009715909877891338,-0.009715909963234182
-0.009715909877514417,-0.009715909877514417,-0.00801328996242745,-7.291678369436561E-7
-0.0055921148387807484,-3.251113656066451E-7,-0.00971590993378646,-0.009405586988028403
-9.923561921088009E-7,-0.009715909877514362,-0.009715909877514362,-1.1066653393065895E-5
-0.009715909877514362,-0.009715909877520135,-0.001890012738721747,-0.008147742409076397
-0.009715940619849706,-0.009715909877514417,-0.009715909877517748,-0.009715909920602783
-0.009715909877514417,-0.008196566742185385,-0.008515225858187703,-0.00927629425180515
-0.009715909877514362,-0.009715909877514362,-7.862405653757953E-7,-0.0044269962244701255
-0.009715909877514417,-0.007451636337420742,-0.009715909877514362,-0.009715909877842654
-0.009715909877514362,-0.00971590994410576,-0.009715909877514362,-0.009715910934397998
-0.009715909877514362,-0.006819186486023143,-0.007848792264111504,-0.009715909940774703
-0.009715909877514362,-0.009715909877514362,-8.079780431380357E-7,-0.009715909877514473
-0.009715909877514362,-0.009715909877514362,-0.009715909877514362,-0.009473472372734715
-0.009715909877514473,-0.009715909877514695,-0.009715910235217062,-0.00725104071216609
-0.009715909877514417,-0.009715909899474628,-0.009715909877514473,-0.009715911012088907
-0.007151348490599507,-0.009715909877514362,-0.009715911533503097,-0.009715909877514584
-0.006195583450470943,-0.009715909878835083,-0.00971590987818055,-0.009715909877514417
-0.005333187915357918,-0.009715909877514417,-0.009715909877514417,-0.009715909973648018
-0.009715909877514362,-0.007819149434898809,-0.00971590987751797,-0.0011382196777192655
-0.009715909877514362,-0.008459257200615411,-0.009715910772442105,-0.009715910076503353
