3,5,10,15,20,25,30,40,50
-0.00916407661372276,-3.762400140328026E-7,-0.009715911416992296,-0.009715910942978523,-0.009715910998748356,-0.0034363090329750934,-0.009715910223639823,-0.008505175029191625,-4.138797872599298E-4
-0.003037302268156017,-6.325931084738556E-6,-2.971309825064994E-4,-0.007994662786910411,-0.003693795395896482,-0.00971590994644822,-0.009715910038931741,-0.009715909908829534,-0.007688482258679019
-0.009715910618228074,-0.009715909882254015,-0.00971591253478643,-1.8213536841082956E-4,-0.008074751070633934,-6.435503418542043E-4,-0.009715911156695789,-0.00971591924455173,-0.004816371681042597
-4.363383689607869E-4,-1.1534722354988869E-4,-0.009715910057025656,-1.2311496256073307E-4,-0.009715912548963535,-0.0029904181273970876,-0.005235418376375756,-0.009715917799595797,-0.009715910000717476
-0.009715910547916262,-7.209752855025231E-5,-0.00971590991382354,-0.009715909909244314,-0.009715909877659967,-0.009715910374933745,-0.009715910076712242,-0.00971590988234422,-0.005386048048814207
-0.009715909918863452,-0.009715910017983165,-0.007201110717373782,-0.0010925358134049046,-0.0018832631991197446,-0.0025045137145389695,-0.009715910147823803,-0.009715910490991131,-0.009715910087139512
-0.009715909877815676,-9.394134350970695E-7,-0.009715909895704145,-0.009715910719779008,-0.009715909968934566,-1.2335807741892246E-4,-0.00971591085823359,-0.0032396894377331176,-0.0016557843477785772
-8.558908436429036E-7,-0.006048445864227037,-1.3279729155685205E-4,-0.009715909884355056,-0.0015963949865036575,-0.00971590989425647,-0.0020664557241515946,-0.009715909889760621,-0.001830903697139119
-0.0047648205058652415,-0.009715909877514417,-0.009715924803444631,-7.26826811758563E-4,-7.827487475835504E-4,-0.009715910305969633,-0.0018810950477355926,-0.00971591000772798,-0.009715911824805357
-0.009715909934868538,-0.009715909877544338,-0.0033669018372325943,-0.009715910382710025,-0.0034183995973852688,-0.009715909882788198,-0.008645874488806882,-0.009715909942772216,-0.009715912651078129
-6.001456470505762E-6,-9.70235651820417E-7,-0.009715910242044212,-0.0011151350617937261,-0.009715909885036955,-0.009715910258139338,-8.495143922550019E-4,-0.00971590994645738,-0.009715909886819307
-2.8271481209624083E-4,-0.0015701762631388227,-0.005146738049453425,-0.0023684431371890913,-0.009715911958580792,-0.009715909883630025,-6.147388673710674E-5,-0.0012337840637968722,-6.753893205198591E-4
-0.008087929720513753,-0.009715910097024938,-0.0030736952656976735,-0.0016245943614721092,-0.006129570652580629,-0.0011613547258333412,-0.008920040133740648,-0.004290026385069701,-0.009715910123444194
-0.009715910298582708,-0.009715910586528487,-0.00971590991187321,-0.009715909889010554,-0.009715909878421192,-0.009715909945912371,-0.009715910057458477,-0.00971590987837917,-0.005795828878365605
-0.009715909983401882,-0.0021251586934538103,-0.009715909877514417,-0.003509626757093931,-0.009715913717210256,-0.00971591018817014,-0.009715910134724004,-0.009715909878042106,-1.3571536518647287E-4
-7.963576522736493E-4,-9.891159750197165E-6,-0.009715912702128626,-0.009715909879945916,-0.009715910219912416,-0.009715911758364282,-0.009715910517043902,-0.009715910231906155,-0.009715911634621599
